ID_Venta,Fecha_Venta,Fecha_Ingreso,ID_Cliente,Producto,Categoría,Talla,Color,Precio,Cantidad,Método_Pago,País_Origen,Satisfacción_Cliente,Edad_Cliente,Sexo_Cliente,Puntuación_Cliente
187,1900-01-01,2023-03-15 00:00:00.000000000,149,Zapatos formales,Zapatos,41,Gris,104.68,3,Pago móvil,China,Satisfecho,28,Mujer,4
188,2022-07-07,,79,Franela cuello V,Franelas,XL,Verde,10.22,4,Efectivo en Bs,México,Muy satisfecho,56,Mujer,5
189,2022-07-08,2023-07-10 00:00:00.000000000,22,Chaqueta de cuero,Chaquetas,L,Negro,139.0,3,efectivo en bs,España,Neutral,21,Otro,1
190,2022-07-09,2023-03-15 00:00:00.000000000,99,Pantalón chino,Pantalones,28-30,Negro,41.3,3,Efectivo en divisas,Portugal,Insatisfecho,42,Mujer,5
191,2022-07-10,,8,Camisa formal,Camisas,m,Negro,37.24,2,Transferencia,Italia,Neutral,29,Hombre,2
192,2022-07-11,2023-07-10 00:00:00.000000000,17,Zapatos deportivos,Zapatoz,36,Marrónn,67.69,1,Efectivo en divisas,India,Satisfecho,43,Mujer,2
193,2022-07-12,,17,Sandalias,Zapatoss,36-37,Azul,67.98,1,Efectivo en divisas,China,Satisfecho,55,MUJER,4
194,2022-07-13,2023-01-01 00:00:00.000000043,90,Franela estampada,Franelas,L,Verde,29.17,0,Efectivo En Bs,Italia,Muy satisfecho,63,Mujer,3
195,2022-07-14,,141,Pantalón vaquero,PANTALONES,32,Negro,30.87,2, nnePudv eotta,India,Satisfecho,29,Hombre,4
196,2022-07-15,,145,Pantalón deportivo,Pantalones,36-38,Verde,29.44,4,Efectivo en divisas,Bangladés,Satisfecho,60,Mujer,5
197,2022-07-16,,81,Franela cuello V,Franelas,M,Rojo,17.11,4,Punto de venta,China,Muy insatisfecho,68,,1
198,1900-01-01,,78,Zapatos formales,Zapatos,38-39,Marrón,56.74,4,Pago móvil,India,Satisfecho,54,Hombre,4
199,2022-07-18,2023-01-01 00:00:00.000000043,6,Botas,Zapatos,41,Blanco,72.84,2,Efectivo en divisas,Italia,Satisfecho,63,Hombre,3
200,2022-07-19,1999-01-01 00:00:00.000000000,110,botas,Zapatos,43,Blanco,114.31,2,Transferencia,Italia,Muy insatisfecho,41,Hombre,4
201,2022-07-20,,14,Franela básica,Franelas,XS,Rojo,15.4,3,Efectivo en Bs,India,Neutral,33,Mujer,2
202,2022-07-21,,72,Camisa manga larga,Camisas,L,Verde,22.29,4,Transferencia,España,Neutral,30,Mujer,5
203,2022-07-22,2025-12-01 00:00:00.000000000,143,Cámisá mángá cortá,Camisas,xl,Rojo,53.09,999,Punto de venta,China,Muy insatisfecho,42,Mujer,5
204,2022-07-23,,54,Botás,Zapatos,38-39,Blanco,60.08,4,Transferencia,España,Satisfecho,69,Hombre,5
205,2022-07-24,2023-07-10 00:00:00.000000000,27,Franela estampada,Franelas,S,Verde,12.13,1,Efectivo en Bs,Italia,Neutral,21,Mujer,5
206,2022-07-25,,13,Camisa forma,Camisas,s,Rojo,47.77,3,Efectivo en divisas,México,Satisfecho,-5,Hombre,5
207,2022-07-26,2025-12-01 00:00:00.000000000,60,Camisa formal,Camisas, XS ,Marrón,45.98,4,Efectivo en divisas,México,Muy satisfecho,49,Mujer,5
208,2022-07-27,,6,Franela estampada,Fránélás,XS,Negro,14.93,4,Trueque,India,Satisfecho,66,Mujer,1
209,2022-07-28,2023-01-01 00:00:00.000000043,58,Camisa manga larga,Camisas,S,Marrón,50.97,4,efectivo en divisas,China,Muy satisfecho,24,Otro,3
210,2022-07-29,2023-03-15 00:00:00.000000000,49,Camisa manga corta,Cámisás,M,Marrón,27.25,1,Efectivo en divisas,alsdBgéan,Satisfecho,63,Mujer,5
211,2022-07-30,2023-03-15 00:00:00.000000000,26,eutnameqihd aC,Chaquetas,Xl,Verde,79.71,1,Efectivo en divisas,India,Satisfecho,28,Mujer,3
212,2022-07-31,,47,Franela manga largaa,Franelas,M,Negro,28.35,2,Efectivo en divisas,Portugal,Muy satisfecho,45,robHem,5
213,2022-08-01,,5,Franela básica,Franelas,999,Gris,29.0,3,Transferencia,China,Neutral,58,Mujerr,4
214,2022-08-02,2023-01-01 00:00:00.000000043,20,Pantalón deportivo,Pantalones,28,Rojo,92.57,99,Efectivo en divisass,Italia,Muy satisfecho,40,Mujer,5
215,2022-08-03,,134,Franela estampada,Franelas,M,Negro,24.64,3,Efectivo en Bs,México,Muy insatisfecho,62,Mujer,2
216,2022-08-04,,59,Pantalón vaquero,Pantalones,28,Marrón,329.4,1,ec iv oisvtEiasfdne,Portugal,ftohciSase,40,Hombre,1
217,2022-08-05,,146,Pantalón chino,Pantalones,38,Beige,88.74,4,Efectivo en Bs,INDIA,Insatisfecho,67,Hombre,4
218,2022-08-06,2023-07-10 00:00:00.000000000,132,Franela estampada,Franelas,XS,Negro,22.93,2,Pago móvil,España,Satisfecho,45,Hombre,4
219,2022-08-07,2023-03-15 00:00:00.000000000,17,Franela cuello V,Franelas,S,Marrón,11.03,4,Efectivo en divisas,India,Satisfecho,60,Mujer,2
220,2022-08-08,2023-03-15 00:00:00.000000000,14,Zapatos deportivos,Zapatos,36-37,Marrón,82.94,2,Punto de venta,China,Satisfecho,64,Hombre,5
221,2022-08-09,2025-12-01 00:00:00.000000000,13,Franela básica,Franelas,S/M,Marrón,21.12,1,Pago móvil,Italia,Satisfecho,43,Hombre,1
222,2022-08-10,2025-12-01 00:00:00.000000000,135,Franela estampada,Franelas,S,Rojo,16.26,1,Transferencia,Italia,Satisfecho,42,Hombre,4
223,2022-08-11,,128,Camisa manga larga,Camisas,XL,Verde,47.9,1,Punto de venta,PORTUGAL,Muy insatisfecho,46,Hombre,1
224,2022-08-12,,44,Pantalón deportivo,Pantalones,28-30,Blanco,88.12,2,Transferencia,India,Neutral,36,Mujer,4
225,1900-01-01,1999-01-01 00:00:00.000000000,119,Pantalón deportivo,Pantalones,30,Beige,73.43,3,Pago móvil,China,Muy satisfecho,50,Hombre,5
226,2022-08-14,,143,Pantalón corto,Pantalones,40,Marrón,227.58,2,Punto de venta,China,Satisfecho,53,Mujer,4
227,2022-08-15,2025-12-01 00:00:00.000000000,19,Cinturón,Accesorios,UNICA,Marrón,34.0,3,Efectivo en divisas,Indiaa,Muy sátisfécho,31,Mujer,4
228,2022-08-16,2025-12-01 00:00:00.000000000,63,hióactn nPoanl,Pantalones,28-30,Rojoo,39.95,2,Punto de venta,Indiá,Muy satisfecho,31,Mujer,3
229,2022-08-17,,81,Sandalias,Zapatos,37,Marrón,109.65,2,Efectivo en divisas,España,Satisfecho,52,Hombre,5
230,2022-08-18,,147,Franela cuello V,Franelas,S,Vérdé,24.5,1,Punto de venta,India,Satisfecho,47,Otro,2
231,1900-01-01,,148,Sandalias,Zapatos,42,Marrón,58.38,4,Efectivo en divisas,Portugal,Insatisfecho,45,Mujer,2
232,2022-08-20,2025-12-01 00:00:00.000000000,0,Chaqueta de cuero,Chaquetas,XL,Rojo,126.98,4,Efectivo en divisas,Bangladés,Insatisfecho,34,Otro,5
233,2022-08-21,,122,Franela básica,Franelas,XL,Blanco,22.52,3,Efectivo en divisas,taiIla,Muy insatisfecho,20,Mujer,2
234,2022-08-22,2023-07-10 00:00:00.000000000,-1,Chaqueta Invierno,Chaquetas,XXL,Rojo,107.74,4,Efectivo en Bs,Portugall,Satisfecho,33,Hombre,5
235,2022-08-23,,104,Camisa casual,CAMISAS,S,Verd,16.1,2,Efectivo en divisas,España,Satisfecho,63,Hombre,2
236,2022-08-24,1999-01-01 00:00:00.000000000,61,Franela estampada,Franelas,S,Verde,10.43,2,Efectivo en Bs,India,Satisfecho,47,Hombre,3
237,2022-08-25,2023-01-01 00:00:00.000000043,125,Pantalón deportivo,Pantalones,00,Roj,86.04,1,Efectivo en divisass,China,Satisfecho,69,Mujer,2
238,2022-08-26,,145,asnaiaggrmaC mla a,Camisas,xl,Rojo,59.91,1,Efectivo en divisas,India,Satisfecho,46,Hombre,4
239,2022-08-27,2023-01-01 00:00:00.000000043,71,Fránélá mángá lárgá,Franelas,XL,Marrón,25.34,4,Transferencia,India,Satisfecho,62,Hombre,5
240,2022-08-28,2023-03-15 00:00:00.000000000,107,Camisa formal,Camisas, S ,Rojo,36.59,3,Efectivo en Bs,México,Muy satisfecho,32,Mujer,1
241,2022-08-29,,50,Zapatos formales,Zapatos,S/M,Negro,135.85,4,Efectivo en divisas,India,Muy insatisfecho,63,Hombre,1
242,2022-08-30,1999-01-01 00:00:00.000000000,65,Bufanda,Accesorios,999,Gris,9.13,4,Punto de venta,México,Néutrál,42,hombre,5
243,2022-08-31,,99,Botas,Zapatos,42,Azul,77.03,4,Efectivo En Divisas,Italia,Satisfecho,68,Hombre,3
244,1900-01-01,1999-01-01 00:00:00.000000000,32,Pantalón vaquero,Pantalones,28,Marrón,32.18,4,Efectivo en Bs,China,Satisfecho,55,Hombre,2
245,2022-09-02,,141,Camisa casual,Camisas,s,Rojo,27.93,2,Transferencia,Bangladés,satisfecho,59,Hombre,3
246,2022-09-03,,58,Sandalias,Zapatos,37,Azul,51.02,3,Transferencia,India,Neutral,64,Mujer,1
247,2022-09-04,,128,Chaqueta de cuero,Chaquetas,l/xl,Gris,41.97,2,Efectivo en divisas,India,Satisfecho,69,Mujer,5
248,2022-09-05,,142,Gorro,Accesorios,N/A,Verde,24.25,3,Efectivo en divisas,Italia,Neutral,55,Mujer,5
249,2022-09-06,,112,Bufanda,Accesorios,Única,Beige,35.58,1,Pago móvil,China,Neutral,150,F,3
250,2022-09-07,1999-01-01 00:00:00.000000000,68,Sandalias,Zapatos,38-39,Azul,115.5,4,Punto de venta,Italia,Satisfecho,42,Mujer,3
251,2022-09-08,,40,Pantalón vaquero,Pantalones,36,Rojo,30.81,2,Efectivo en divisas,India,Satisfecho,59,Hombre,2
252,2022-09-09,2023-01-01 00:00:00.000000043,144,Pantalón chino,Pantalones,40,Marrón,82.14,3,Transferencia,India,Mucasofiyeh st,24,Mujer,4
253,2022-09-10,1999-01-01 00:00:00.000000000,132,Zapatos deportivos,Zapatos,43,Negro,72.07,1,Efectivo en divisas,Bangladés,ichtMuf yeossa,39,Mujer,4
254,2022-09-11,2023-03-15 00:00:00.000000000,90,Pantalón vaquero,Pantalones,30,Griz,35.86,1,Efectivo en divisas,India,Satisfecho,34,Mujer,2
255,2022-09-12,2023-07-10 00:00:00.000000000,28,Camisa manga corta,Camisas,L,Beige,25.43,4,Efectivo en divisas,China,Muy satisfecho,35,Mujer,4
256,2022-09-13,,96,Franela manga larga,Franelas,XL,Gris,22.99,3,Punto de venta,India,Neutral,66,Hombre,1
257,2022-09-14,,31,Zapatos formales,Zapato,38,Rojo,76.14,2,vevEsadoiicn tfsie ,Portugal,Satisfecho,58,Hombre,4
258,2022-09-15,,3,Franela estampada,Franelas,M,Plateado,13.53,4,Punto de venta,China,Satisfecho,27,Hombre,2
259,2022-09-16,1999-01-01 00:00:00.000000000,136,Franela Estampada,Franelas,S/M,Beige,13.73,2,Efectivo en divisas,China,Satisfecho,27,MUJER,4
260,1900-01-01,2025-12-01 00:00:00.000000000,,Camisa manga larga,Camisas,XXX,Verde,30.76,1,Efectivo en divisas,China,Satisfecho,24,Mujer,5
261,2022-09-18,,15,Franela básica,Franelas,Talla S,Negro,29.38,2,Efectivo en divisas,China,Neutral,65,Mujer,3
262,2022-09-19,,45,Bufanda,Accesorios,Única,Azul,46.75,2, toPudaennv te,México,Satisfecho,67,Hombre,1
263,2022-09-20,,8,Camisa casual,Camisas,XS,Negro,22.83,4,Efectivo en divisas,España,Muy satisfecho,55,Mujer,5
264,2022-09-21,,71,Chaqueta denim,Chaquetas,L,Verde,123.41,2,Efectivo en Bs,India,Muy satisfecho,44,Hombre,5
265,2022-09-22,,108,zapatos deportivos,Zapatos,36,Beige,76.96,4,Transferencia,Italia,Satisfecho,69,Hombre,2
266,2022-09-23,,115,Franela manga larga,Franelaz,M,Multicolor,14.49,1,Efectivo en Bs,India,Satisfecho,50,Hombre,3
267,2022-09-24,,103,Franela manga larga,Franelas,XL,Beige,20.74,4,Pago móvil,Bangladés,Satisfecho,18,Mujer,3
268,2022-09-25,,125,Franela básica,Franelas,L,Rojo,21.6,4,Efectivo en Bs,Bangladés,Satisfecho,61,Mujer,1
269,2022-09-26,,57,Pantalón chino,PANTALONES,32-34,Verde,50.43,3,Punto de venta,India,Insatisfecho,51,Mujer,2
270,2022-09-27,,30,Pantalón deportivo,Pantalones,32-34,Rojo,27.88,2,Bitcoin,México,Satisfecho,21,Hombre,1
271,2022-09-28,,146,Zapatos deportivos,Zapatos,40-41,Marrón,33.19,1,Pago móvil,España,Satisfecho,34,Mujer,4
272,2022-09-29,2023-01-01 00:00:00.000000043,114,Botas,Zapatos,43,Marrón,113.84,4,Efectivo en divisas,India,Muy satisfecho,21,Mujer,5
273,2022-09-30,1999-01-01 00:00:00.000000000,117,Botas,Zápátos,38-39,Rojo,55.33,1,Efectivo en divisas,China,Satisfecho,60,Hombre,1
274,2022-10-01,,60,Sandalias,Zapatos,41,Beige,129.88,3,Efectivo en divisas,India,Satisfecho,43,Mujer,5
275,2022-10-02,,98,Chaqueta de cuero,Chaquetas,l/xl,BLANCO,94.55,2,Efectivo en divisas,España,Satisfecho,21,Mujer,2
276,2022-10-03,1999-01-01 00:00:00.000000000,126,Chaqueta denim,Chaquetas,XXL,Blanco,64.22,4,Efectivo en divisas,Bangladés,Satisfecho,18,Mujer,4
277,2022-10-04,,94,Zapatos formales,Zapatos,40-41,Transparente,36.85,2,pago móvil,España,Satisfecho,24,Mujer,2
278,2022-10-05,2023-03-15 00:00:00.000000000,134,Franela básica,Franelas,S,Gris,19.9,3,Efectivo en divisas,México,Neutral,47,Mujer,4
279,2022-10-06,,122,Franela manga larga,Franelas,Talla S,Marrón,21.85,3,Punto de venta,Italiaa,Satisfecho,67,Hombre,4
280,2022-10-07,1999-01-01 00:00:00.000000000,108,Zapatos deportivos,Zapatos,38,Griz,61.3,1,Punto de venta,México,Muy satisfecho,26,Mujer,5
281,2022-10-08,,4,Zapatos deportivos,Zapatos,43,BLANCO,80.92,4,uvtaodnPe n te,España,Satisfecho,52,Hombre,2
282,2022-10-09,2023-07-10 00:00:00.000000000,93,Pantalón vaquero,Pantalones,28,Negro,82.11,1,Efeztivo en divizaz,Indiaa,neutral,25,Hombre,2
283,2022-10-10,,6,Pantalón deportivo,Pantalones,999,Marrón,40.94,3,Efectivo en divisas,India,Satisfecho,41,Hombre,1
284,2022-10-11,,32,Camisa manga larga,CAMISAS,xl,Beigee,22.22,2,Punto de venta,México,Muy satisfecho,36,Mujer,2
285,2022-10-12,2025-12-01 00:00:00.000000000,106,Franela básica,Franelas,M,Rojo,14.77,1,Pago móvil,China,Insatisfecho,0,Mujerr,1
286,2022-10-13,,146,Camisa formal,Camisas,l,Rojo,19.76,1,Efectivo en divisas,Atlántida,MUY SATISFECHO,67,Hombre,3
287,2022-10-14,,15,Chaqueta bomber,Chaquetas,s/m,Negro,60.81,2,efectivo en divisas,China,,69,Mujer,3
288,2022-10-15,,122,Chaqueta de cuero,Chaquetas,S/M,Beige,145.74,1,Efectivo en divisass,India,Satisfecho,60,Mujer,3
289,2022-10-16,,96,Pantalón vaquero,Pantalones,32,Multicolor,82.14,2,Pago móvil,México,Super!!!,44,Hombre,2
290,2022-10-17,,6,Franela estampada,Franelas,S,Rojo,26.4,4,Efectivo en divisas,China,Muy satisfecho,49,Hombre,2
291,2022-10-18,2023-07-10 00:00:00.000000000,112,Camisa forma,Camisas, S ,Azul,55.89,-1,Efectivo en divisas,China,Muy satisfecho,31,ejuMr,1
292,1900-01-01,2023-07-10 00:00:00.000000000,120,Camisa casual,Camisas,L,Beige,40.03,4,Transferencia,India,Satisfecho,35,Hombré,4
293,2022-10-20,,123,Zapatos formales,Zapatos,40-41,Verde,30.57,2,Efectivo en Bs,México,Neutral,45,Mujer,1
294,2022-10-21,1999-01-01 00:00:00.000000000,67,Pantalón corto,Pantalones,28,Rojo,61.39,3,Efectivo en Bs,China,Neutral,150,HOMBRE,3
295,2022-10-22,,106,Camisa manga corta,Camisas,S,Gris,43.53,3,Punto de venta,Portugal,Satisfecho,33,mujer,1
296,2022-10-23,,139,Cháquétá inviérno,sehqautCa,XX,Azul,125.78,4,Págo móvil,China,Neutral,52,Mujer,4
297,2022-10-24,,43,Zapatos deportivos,Zapatos,38,Beige,98.49,4,Efectivo en divisas,Narnia,Satisfecho,64,Mujer,
298,2022-10-25,,145,Pantalón chino,Pantalones,32-34,Negro,87.59,0,Efectivo en divisas,Bangladés,Muy satisfechoo,48,Mujer,1
299,2022-10-26,,96,Franela cuello V,Franelas,L,Azul,22.65,4,Efectivo en divisas,India,Muy satisfecho,21,Mujer,3
300,2022-10-27,,132,Camisa casual,Camisas,XL,Rojo,19.61,2,Efectivo en divisas,India,Satisfecho,54,Mujer,3
301,2022-10-28,,81,Camisa manga corta,Camisas,L,Beige,45.95,2,Punto de venta,India,Muy satisfecho,34,Mujer,2
302,2022-10-29,,41,Chaqueta denim,Chaquetas,XL,Blanco,73.11,3,Efectivo en divisas,Italia,muy satisfecho,56,Hombre,1
303,2022-10-30,1999-01-01 00:00:00.000000000,133,Chaqueta de cuero,Chaquetas,XL,Blanco,47.41,1,Efectivo en divisas,China,Satisfecho,65,Mujer,4
304,2022-10-31,2023-01-01 00:00:00.000000043,35,Franela estampada,Franelas,Talla S,Blanzo,16.92,2,Pago con puntos,China,Neutral,63,Hombre,2
305,2022-11-01,,22,Franela estampada,Franelas,M,Negro,426.21,4,Efectivo en divisas,China,Satisfechoo,43,Mujer,6
306,2022-11-02,,112,Gorro,Accesorios,N/A,Beige,48.6,1,EFECTIVO EN DIVISAS,India,Satisfecho,65,Hombre,5
307,2022-11-03,,11,Chaqueta invierno,Cháquétás,L,Beigee,54.31,1,Transferencia,China,Satisfecho,56,Mujer,3
308,2022-11-04,,3,Pantalón vaquero,Pantalones,40,Beige,29.27,2,Efectivo en Bs,Italia,Satisfecho,58,Hombre,4
309,2022-11-05,,137,Zapatos formales,Zapatos,41,N/A,63.47,2,Transferencia,Wakanda,Insatisfech,21,Mujer,4
310,2022-11-06,,60,Pantalon corto,Pantalones,32,Blanco,41.41,1,Transferencia,India,Satisfecho,47,Mujer,4
311,1900-01-01,2023-03-15 00:00:00.000000000,76,Chaqueta bomber,Chaquetas,M,Verde,57.48,1,Efectivo en divisas,India,Muy satisfecho,47,Hombre,3
312,2022-11-08,2023-01-01 00:00:00.000000043,87,CAMISA CASUAL,Camisas, XS ,Marrón,57.49,3,EFECTIVO EN DIVISAS,India,Shfocietas,39,Mujer,1
313,2022-11-09,,14,Camisa manga larga,camisas, XS ,Gris,53.44,4,Efectivo en divisas,México,Muy satisfecho,28,Hombre,2
314,2022-11-10,,18,Cinturón,Accesorios,N/A,Negro,42.17,3,iiicvvo asneEd fest,Portugal,Muy satisfecho,19,Mujer,99
315,2022-11-11,,113,Botas,Zapatos,39,Márrón,105.6,2,Efectivo en divisas,México,Muy satisfecho,61,Mujer,2
316,2022-11-12,,73,Franela cuello V,FRANELAS,Talla S,Rojo,14.6,3,Efectivo En Bs,Bangladés,123,29,Hombre,4
317,2022-11-13,,23,Chaqueta bomber,Chaquetas,L,Azul,135.49,3,Efectivo en divisas,China,Muy satisfechoo,47,Otro,1
318,2022-11-14,1999-01-01 00:00:00.000000000,83,Camisa casual,Camisas,xxl,Verde,16.41,3,Transferencia,México,Satisfecho,53,Hombre,4
319,2022-11-15,,125,Camisa formal,Camisas,XL,Gris,454.76,3,Efectivo en divisas,España,Muy insatisfecho,35,Hombre,5
320,2022-11-16,,69,Pantalón vaquero,Pantalones,34,Gris,50.84,4,Transferencia,China,Satisfecho,43,MUJER,4
321,2022-11-17,,47,Chaqueta de cuero,Chaquetas,Xxl,Gsir,491.99,4,Efectivo en divisas,Banglades,Satisfechoo,24,Hombre,4
322,2022-11-18,2023-07-10 00:00:00.000000000,116,Franela básicaa,seraalnF,00,Marrón,27.88,1,Transferencia,China,Neutrall,18,Otro,2
323,2022-11-19,,30,ucaeVle rlo nFal,Franelas,S,Azul,14.26,2,Efectivo en divisas,Italia,Neutral,43,Otro,5
324,2022-11-20,,25,Pantalón Corto,Pantalones,28,Verde,67.36,3,Efectivo en Bs,China,Muy satisfecho,40,Hombre,4
325,2022-11-21,,112,Bolso,Accesorios,UNICA,Marrón,43.9,1,Punto de ventaa,India,Muy satisfecho,43,mujer,4
326,2022-11-22,2025-12-01 00:00:00.000000000,25,Franela manga larga,Franelas,M,Marron,29.36,1,Efectivo en Bs,España,Muy satisfecho,62,Hombre,5
327,2022-11-23,,74,Franela estampada,Franelas,XS,Gris,27.37,1,Efectivo en divisas,India,Satisfecho,23,Hombre,5
328,2022-11-24,,58,Franela básica,Franelas,Talla M,Gris,19.07,4,Pago móvil,India,Muy insatisfecho,23,Hombre,1
329,2022-11-25,1999-01-01 00:00:00.000000000,94,Chaqueta denim,Chaquetas,XL,Gris,41.96,3,Efectivo en divisas,Indiá,Inzatizfezho,61,Hombre,2
330,2022-11-26,,119,Pántálón váquéro,Pantalones,36,Azul,84.27,3,Efectivo en divisas,México,Neutral,25,Hombre,5
331,2022-11-27,2023-01-01 00:00:00.000000043,127,Pantalón chino,Pantaloness,32,Rojoo,37.05,2,Punto de venta,China,Muy insatisfechoo,41,Hombre,5
332,2022-11-28,,25,Botas,Zapato,44,Gris,30.11,3,Transferencia,India,Muy insatisfecho,39,Otro,3
333,2022-11-29,,78,Camisa manga larga,Camisas,XS,Négro,42.33,3,Punto de venta,Portugal,Muy satisfecho,36,Mujer,5
334,2022-11-30,,99,CAMISA MANGA CORTA,Camisas,L,Azul,40.13,1,Efectivo en divisas,México,Sátisfécho,54,Mujer,2
335,2022-12-01,2023-07-10 00:00:00.000000000,116,Camisa manga corta,Camisas,talla única,Verde,22.24,2,Punto de venta,India,Neutral,35,Mujer,4
336,2022-12-02,,48,Camisa casual,Camisas,XXL,Beige,29.67,3,Efectivo en divisas,España,Insatisfecho,48,Mujer,4
337,2022-12-03,,10,Zapatos deportivos,Zapatos,43,Negro,68.99,4,Punto de venta,México,Satisfecho,54,Hombre,4
338,2022-12-04,2023-03-15 00:00:00.000000000,99,Franela manga larga,Franelas,XL,Azul,12.99,3,Pago móvil,México,Muy insatisfecho,47,Mujer,4
339,2022-12-05,,11,Chaqueta de cuero,Chaquetas,M,Negro,114.85,1,Punto de venta,India,Muy satisfecho,59,Otro,3
340,2022-12-06,,85,Camisa casual,Camisas, S ,Beige,58.86,4,Transferencia,China,Satisfecho,50,M,5
341,1900-01-01,,149,Chaqueta denim,Chaquetas,l/xl,Beige,112.27,1,Efectivo en Bs,china,Satisfecho,27,Mujer,4
342,2022-12-08,1999-01-01 00:00:00.000000000,135,Chaqueta de cuero,Chaquetas,S,Blanco,144.79,3,punto de venta,China,Satisfecho,54,Mujer,1
343,2022-12-09,2025-12-01 00:00:00.000000000,126,Camisa formal,Camisas,s,Azul,47.59,4,Transferencia,India,Insatisfecho,29,Mujer,4
344,2022-12-10,,64,Chaqueta bomber,Chaquetass,l/xl,Verde,56.05,2,Efectivo en Bs,China,Satisfecho,47,Mujer,5
345,2022-12-11,,0,Pantalón corto,Pantalones,32-34,Azul,62.11,2,Transferencia,Italia,Satisfecho,44,Hombre,4
346,2022-12-12,2025-12-01 00:00:00.000000000,76,Franela cuello V,Franelas,Talla S,GRIS,22.36,4,Efectivo en divisas,India,Satisfecho,56,Hombree,3
347,2022-12-13,,0,Franela manga larga,Franelas,XS,Verde,21.19,4,Punto de venta,China,Insatisfecho,26,Hombre,2
348,2022-12-14,2025-12-01 00:00:00.000000000,42,Camisa manga corta,Camisas,s/m,Marrón,29.69,1,Transferencia,México,Sátisfécho,38,mujer,2
349,2022-12-15,,54,Pantalón chino,Pantalones,2,Beige,30.71,4,Punto de venta,India,Satisfecho,29,Hombre,5
350,2022-12-16,,75,Franela básica,Franelas,Talla única,Rojo,10.66,1,Efectivo en Bs,China,Muy sátisfécho,46,Mujer,2
351,2022-12-17,1999-01-01 00:00:00.000000000,16,Chaqueta invierno,uaesahCtq,M,Rojoo,83.66,3,Efectivo en divisas,Méxizo,Satisfecho,50,Hombré,2
352,2022-12-18,2023-07-10 00:00:00.000000000,18,Zapatos deportivos,Zapatos,41,Azul,283.77,1,Efectivo en divisas,China,Satisfecho,60,Hombre,1
353,2022-12-19,,90,Franela estampada,Franelas,S,Beige,26.01,4,Pago móvil,España,Satisfecho,32,Mujer,5
354,2022-12-20,,144,Camisa casual,Camisas,l,Rojo,22.54,4,Efectivo en divisas,España,Satisfecho,19,Mujer,5
355,2022-12-21,2023-07-10 00:00:00.000000000,6,Camisa formal,Camisas,s,Rojo,43.64,3,Efectivo en divisas,India,sShtacoefi,69,Hombre,2
356,2022-12-22,2023-01-01 00:00:00.000000043,108,Franela cuello V,Franelas,m,Marrón,10.63,4,Punto de venta,México,Satisfecho,56,Hombre,2
357,2022-12-23,2023-01-01 00:00:00.000000043,48,Camisa casual,Camisas,m,Rojo,17.34,4,EFECTIVO EN DIVISAS,India,Satisfecho,61,M,2
358,2022-12-24,2023-01-01 00:00:00.000000043,42,Franela manga larga,Franelas,XS,Azul,24.18,2,Punto de venta,India,Muy satisfecho,35,Hombre,3
359,2022-12-25,,76,Sandalias,Zapatos,43,Azul,94.27,2,Punto de venta,China,Satisfecho,20,HOMBRE,4
360,2022-12-26,2023-01-01 00:00:00.000000043,77,Franela estampada,Franela,L,Marrón,16.79,3,Transferencia,China,Muy satisfecho,24,Mujer,3
361,2022-12-27,1999-01-01 00:00:00.000000000,132,Pantalón deportivo,Pantalones,40,Dorado,330.41,1,Efectivo en divisas,Portugal,Satisfecho,60,Mujer,5
362,2022-12-28,2023-07-10 00:00:00.000000000,130,Franela manga larga,franelas,L,Azul,21.95,2,Efectivo en divisas,India,Muy satisfecho,35,Hombre,1
363,2022-12-29,,59,Chaqueta denim,Chaquetas,M,Negro,92.9,1,Efectivo en divisass,India,Muy sátisfécho,61,Mujer,4
364,2022-12-30,2023-03-15 00:00:00.000000000,27,Chaqueta bomber,Chaquetas,S,Gris,58.04,4,Efectivo en divisas,India,Satisfecho,55,Otro,1
365,2022-12-31,,79,Zapatos deportivos,Zapatos,38-39,Gris,362.42,2,Efectivo en divisas,India,Muy Satisfecho,54,Mujer,5
366,2023-01-01,,72,Pantalón corto,Pantalones,40,oojR,67.27,3,Efectivo en divisas,China,Insatisfecho,50,Mujer,5
367,2023-01-02,,7,Bufanda,Accesorios,--,Negro,32.71,3,Punto de venta,India,Muy satisfecho,61,Mujer,1
368,2023-01-03,,111,Botas,Zapatos,42,Azul,72.32,3,Punto de venta,España,Satisfecho,48,Otro,1
369,2023-01-04,,119,oi laaasmfmrC,Camisas,s,Blanco,54.23,2,Efectivo en divisas,China,Insatisfecho,28,Mujer,1
370,2023-01-05,,63,Camisa formal,Camisas,xs,Blanco,16.96,1,Transferencia,China,Satizfezho,21,Hombre,5
371,2023-01-06,2023-01-01 00:00:00.000000043,124,Camisa manga corta,Camisas,S,Azul,15.94,4,Pago móvil,China,Muy satisfecho,35,Mujer,2
372,2023-01-07,,12,Camisa manga larga,Camisas,XXL,Azul,29.95,1,Transferencia,India,Insatisfecho,21,Mujer,1
373,2023-01-08,,141,Camisa manga corta,Camisas,999,Rojoo,37.2,1,Punto de venta,México,Satisfecho,66,Hombree,4
374,2023-01-09,2023-03-15 00:00:00.000000000,43,Franela manga larga,Franelas,999,Rojo,18.07,4,Efectivo en divisas,China,Satisfecho,51,Hombre,5
375,2023-01-10,,17,Camisa formal,Camisas, XS ,Azul,33.83,0,Efectivo en divisas,China,Muy satisfecho,46,MUJER,3
