ID_Cliente,Nombre_Gimnasio,Edad,Sexo,Tipo_Membresia,Actividad_Favorita,Frecuencia_Semanal,Método_Pago,Nivel,Fecha_Ingreso,Peso (kg),Altura (m),Satisfacción,Profesión
3211,Vitality,38,Masculino,Semanal,Crossfit,3 días,efectivo,AVANZADO,2022-09-21,62.4,1.52,8,Desempleado
3212,StrongLife,19,Masculino,Trimestral,Crossfit,1-2 días,Efectivo,Avanzado,2022-11-27,96.1,1.96,10,Estudiante
3213,Urban Fitness,48,Masculino,Trimestral,Yoga,3 días,Pago móvil,Principiante,2022-07-01,115.5,1.55,5,estudiante
3214,StrongLife,20,FEMENINO,ANUAL,Spinning,1-2 días,Transferencia,Principiante,2023-07-04,48.5,1.64,5,independiente
3215,MuscleLab,16,Otro,trimestral,Pilates,1 día,Efectivo,Principiante,2023-11-19,69.0,1.84,2,Empleado
3216,FitZone,27,Masculino,Mensual,Pilates,5+ días,Divisas,Avanzado,2022-01-27,77.9,1.58,7,estudiante
3217,GymPro,57,Masculino,Mensual,spinning,1-2 días,Tarjeta,AVANZADO,2022-10-03,112.4,1.53,8,EMPLEADO
3218,Urban Fitness,57,Femenino,Mensual,spinning,3-4 días,Divisas,Principiante,2023-10-14,117.2,1.67,10,independiente
3219,PowerGym,62,Masculino,Mensual,spinning,1-2 días,Divisas,AVANZADO,2022-10-26,78.3,1.88,1,Estudiante
3220,GymPro,25,Femenino,mensual,crossfit,3 días,efectivo,Avanzado,2022-04-01,101.3,1.71,2,independiente
3221,FitZone,61,Masculino,Mensual,Pesas,1 día,efectivo,AVANZADO,2023-04-25,84.9,1.83,10,Independiente
3222,MuscleLab,37,MASCULINO,mensual,Crossfit,1 día,Transferencia,Avanzado,2023-07-27,85.3,1.79,4,Desemplead@
3223,MuscleLab,30,Masculino,mensual,crossfit,1-2 días,efectivo,Avanzado,2023-04-03,65.9,1.51,5,Independiente
3224,PowerGym,45,Masculino,trimestral,Boxeo,5+ días,efectivo,principiante,2023-03-27,61.3,1.99,2,EMPLEADO
3225,Urban Fitness,25,Femenino,Mensual,Pilates,3-4 días,Efectivo,Avanzado,2022-12-31,66.6,1.52,1,Otro
3226,Wellness Club,30,Femenino,Anual,Baile,1 día,Pago móvil,Avanzado,2023-11-06,86.7,1.98,9,estudiante
3227,Vitality,22,Masculino,Semanal,Crossfit,3 días,Transferencia,Intermedio,2022-12-17,47.2,1.77,1,Independiente
3228,Urban Fitness,18,Femenino,Trimestral,Funcional,3 días,Efectivo,Principiante,2023-10-17,113.0,1.98,4,Desemplead@
3229,Wellness Club,54,Femenino,mensual,Boxeo,5+ días,Pago móvil,principiante,2023-02-04,56.7,1.56,2,Otro
3230,MuscleLab,18,Femenino,ANUAL,Crossfit,1 día,Divisas,principiante,2022-09-10,61.5,1.75,4,Independiente
3231,StrongLife,39,Masculino,ANUAL,crossfit,1-2 días,Efectivo,principiante,2023-04-04,83.9,1.58,8,Desempleado
3232,FitZone,17,Masculino,Semanal,Spinning,3 días,tarjeta,Intermedio,2023-11-30,98.3,1.53,8,Desemplead@
3233,PowerGym,46,Femenino,ANUAL,Baile,5+ días,Efectivo,Avanzado,2023-05-14,52.2,1.81,9,estudiante
3234,FitZone,17,Masculino,Anual,Crossfit,1 día,efectivo,Principiante,2023-05-23,68.8,1.6,5,Empleado
3235,BodyTech,41,Masculino,ANUAL,Pesas,1 día,Pago móvil,AVANZADO,2022-10-31,117.7,1.79,7,Otro
3236,BodyTech,43,Masculino,Trimestral,spinning,1 día,Transferencia,Avanzado,2023-05-16,64.7,1.56,3,Desempleado
3237,Urban Fitness,46,Masculino,Trimestral,spinning,1 día,Transferencia,Intermedio,2023-08-21,68.5,1.67,10,Empleado
3238,MuscleLab,64,Femenino,mensual,Baile,1 día,Pago móvil,Avanzado,2022-06-15,107.7,1.89,4,Estudiante
3239,MuscleLab,33,Masculino,Mensual,crossfit,3 días,efectivo,Avanzado,2023-02-19,48.8,1.72,10,Desemplead@
3240,Vitality,35,Masculino,trimestral,spinning,5+ días,Tarjeta,Intermedio,2023-04-07,79.8,1.81,9,Desempleado
3241,Vitality,19,Masculino,Anual,Crossfit,1 día,Efectivo,principiante,2022-04-24,73.5,1.82,10,independiente
3242,Vitality,32,Masculino,mensual,Funcional,3-4 días,efectivo,principiante,2023-03-09,68.7,1.92,10,Estudiante
3243,StrongLife,42,Femenino,Anual,Pilates,3-4 días,tarjeta,Principiante,2022-12-22,66.4,1.66,1,Estudiante
3244,GymPro,56,Femenino,Mensual,Pilates,5+ días,Divisas,Principiante,2023-11-26,51.9,1.84,2,Otro
3245,Gimnasio Élite,36,Masculino,ANUAL,Boxeo,1-2 días,Pago móvil,principiante,2022-07-26,68.6,1.98,5,Desemplead@
3246,GymPro,35,Masculino,ANUAL,Yoga,1-2 días,Efectivo,AVANZADO,2022-08-23,48.2,1.87,3,Desempleado
3247,FitZone,20,Masculino,trimestral,Spinning,1-2 días,Transferencia,Avanzado,2023-03-18,103.6,1.74,2,EMPLEADO
3248,GymPro,15,Masculino,Mensual,Baile,3-4 días,Divisas,AVANZADO,2022-12-21,74.9,1.82,1,Desempleado
3249,StrongLife,19,Masculino,mensual,Boxeo,1-2 días,Tarjeta,Avanzado,2023-05-30,78.3,1.87,10,Independiente
3250,FitZone,55,Masculino,trimestral,Yoga,3 días,tarjeta,principiante,2022-07-27,112.0,1.81,3,Estudiante
3251,GymPro,26,Femenino,Mensual,crossfit,1 día,Transferencia,Principiante,2023-12-10,94.4,1.51,1,estudiante
3252,StrongLife,40,Masculino,Semanal,Pesas,3-4 días,Pago móvil,Principiante,2022-05-05,45.6,1.6,1,Estudiante
3253,Gimnasio Élite,60,Femenino,Trimestral,Pesas,5+ días,Efectivo,AVANZADO,2022-05-18,115.7,1.91,1,Estudiante
3254,GymPro,48,Masculino,trimestral,Spinning,5+ días,Pago móvil,Principiante,2022-12-05,62.8,1.64,8,independiente
3255,StrongLife,63,MASCULINO,trimestral,spinning,1 día,Divisas,principiante,2023-06-21,53.1,1.87,3,EMPLEADO
3256,Vitality,28,Femenino,mensual,Crossfit,3-4 días,Efectivo,AVANZADO,2022-03-09,102.6,1.69,1,Empleado
3257,MuscleLab,40,Femenino,Anual,Boxeo,1-2 días,efectivo,Avanzado,2023-07-27,82.5,1.76,7,Empleado
3258,Vitality,59,Femenino,Semanal,Boxeo,1-2 días,Tarjeta,Principiante,2023-06-25,77.5,1.53,10,independiente
3259,MuscleLab,41,femenino,mensual,Baile,3 días,efectivo,Intermedio,2023-01-18,63.7,1.59,3,Estudiante
3260,PowerGym,23,Femenino,Mensual,Baile,3 días,efectivo,Principiante,2022-01-19,86.1,1.98,8,Empleado
3261,PowerGym,40,Femenino,Mensual,Pesas,1-2 días,Pago móvil,Avanzado,2023-11-14,65.6,1.95,4,Desemplead@
3262,PowerGym,61,Femenino,Mensual,Pesas,5+ días,Divisas,AVANZADO,2023-03-26,112.6,1.83,4,EMPLEADO
3263,Gimnasio Élite,36,Femenino,Mensual,Funcional,5+ días,Tarjeta,Avanzado,2022-03-15,61.1,1.73,5,Empleado
3264,Vitality,61,Femenino,Anual,Funcional,3 días,Efectivo,Intermedio,2023-07-27,111.3,1.84,6,independiente
3265,MuscleLab,44,Masculino,Semanal,spinning,1 día,Efectivo,principiante,2023-10-27,87.0,1.81,7,Independiente
3266,StrongLife,57,Masculino,ANUAL,Funcional,1-2 días,tarjeta,Principiante,2022-10-03,107.1,1.78,4,Empleado
3267,FitZone,62,Femenino,Trimestral,Crossfit,3 días,Transferencia,AVANZADO,2022-02-17,98.5,1.53,8,EMPLEADO
3268,StrongLife,31,Femenino,Anual,Crossfit,3 días,tarjeta,principiante,2022-07-30,97.3,1.82,6,Otro
3269,FitZone,40,Femenino,Anual,Boxeo,1-2 días,tarjeta,Avanzado,2023-10-13,69.3,1.88,1,Otro
3270,BodyTech,50,Femenino,ANUAL,Pilates,1-2 días,Efectivo,AVANZADO,2023-09-14,62.5,2.0,1,Desemplead@
3271,StrongLife,15,Masculino,ANUAL,Crossfit,5+ días,Pago móvil,principiante,2023-11-26,60.8,1.51,9,Desempleado
3272,GymPro,22,Masculino,Trimestral,Yoga,1 día,efectivo,AVANZADO,2023-06-24,109.3,1.87,10,Desempleado
3273,GymPro,63,Femenino,Trimestral,Pesas,1 día,Divisas,Intermedio,2023-12-10,106.5,1.79,6,Empleado
3274,Urban Fitness,49,Masculino,ANUAL,Baile,1-2 días,efectivo,Intermedio,2022-07-10,78.0,1.72,10,estudiante
3275,Vitality,29,Femenino,Mensual,Funcional,3-4 días,efectivo,Principiante,2022-11-11,54.9,1.56,8,Independiente
3276,FitZone,61,Masculino,Anual,Boxeo,3 días,Tarjeta,Principiante,2023-07-17,73.7,1.7,7,independiente
3277,FitZone,36,Masculino,mensual,Spinning,3 días,Efectivo,Intermedio,2023-10-23,91.5,1.68,6,Independiente
3278,Vitality,28,Masculino,Trimestral,Baile,1-2 días,Divisas,AVANZADO,2023-07-16,79.1,1.65,4,Otro
3279,Gimnasio Élite,40,Femenino,Trimestral,Yoga,3-4 días,Pago móvil,Intermedio,2022-04-23,103.5,1.87,7,Empleado
3280,Urban Fitness,42,Otro,ANUAL,Funcional,5+ días,Tarjeta,Principiante,2022-06-19,119.8,1.85,9,EMPLEADO
3281,Gimnasio Élite,37,Femenino,Semanal,Yoga,1-2 días,Transferencia,Intermedio,2023-04-13,59.3,1.79,10,independiente
3282,Gimnasio Élite,28,Femenino,mensual,Pesas,1-2 días,Pago móvil,Intermedio,2023-11-09,79.5,1.97,10,Independiente
3283,Gimnasio Élite,38,Femenino,mensual,Pesas,3 días,tarjeta,AVANZADO,2022-01-14,77.3,1.67,7,EMPLEADO
3284,Vitality,16,Femenino,Trimestral,spinning,1-2 días,Pago móvil,principiante,2023-12-16,67.8,1.62,1,independiente
3285,Gimnasio Élite,59,femenino,Mensual,Boxeo,1-2 días,Pago móvil,Principiante,2022-10-15,59.9,1.83,10,Independiente
3286,GymPro,40,Masculino,Semanal,Baile,1-2 días,efectivo,AVANZADO,2022-07-08,49.9,1.6,9,Desemplead@
3287,PowerGym,28,Femenino,mensual,crossfit,3 días,Pago móvil,Intermedio,2022-06-04,111.5,1.66,4,Otro
3288,BodyTech,21,Masculino,Trimestral,crossfit,5+ días,tarjeta,Intermedio,2023-07-21,76.5,1.61,3,Estudiante
3289,FitZone,17,FEMENINO,mensual,Baile,5+ días,tarjeta,principiante,2023-11-25,82.3,1.53,4,independiente
3290,FitZone,61,Masculino,trimestral,Spinning,1-2 días,Efectivo,Principiante,2023-12-23,113.8,1.91,4,Otro
3291,BodyTech,37,Masculino,Semanal,Boxeo,3 días,Pago móvil,Principiante,2023-04-16,103.2,1.63,10,estudiante
3292,Vitality,60,Otro,Semanal,Yoga,5+ días,efectivo,Avanzado,2022-03-16,54.8,1.74,2,Empleado
3293,StrongLife,57,FEMENINO,trimestral,Spinning,5+ días,Pago móvil,Principiante,2022-10-04,87.4,1.52,1,EMPLEADO
3294,Vitality,61,Masculino,Anual,Pilates,5+ días,Transferencia,principiante,2023-10-07,78.2,1.85,10,independiente
3295,FitZone,59,Femenino,trimestral,Baile,3 días,Transferencia,Avanzado,2022-12-09,104.8,1.67,1,Empleado
3296,FitZone,32,Femenino,ANUAL,Yoga,3 días,efectivo,Avanzado,2023-03-01,99.3,1.87,8,Empleado
3297,BodyTech,52,Masculino,ANUAL,crossfit,1-2 días,Efectivo,Intermedio,2023-07-25,96.8,1.71,2,Estudiante
3298,Gimnasio Élite,49,Femenino,Trimestral,Crossfit,1 día,Efectivo,Intermedio,2023-05-26,70.5,1.6,10,Independiente
3299,Vitality,29,Masculino,Semanal,spinning,5+ días,tarjeta,Principiante,2022-07-01,105.4,1.76,5,independiente
3300,MuscleLab,39,Femenino,Anual,crossfit,1 día,tarjeta,Avanzado,2023-04-03,48.9,1.57,4,Otro
3301,BodyTech,51,Femenino,Anual,Boxeo,3 días,Tarjeta,Intermedio,2022-03-05,57.0,1.72,8,Desempleado
3302,GymPro,42,Femenino,mensual,Pesas,3 días,efectivo,principiante,2022-09-17,70.2,1.66,2,independiente
3303,FitZone,24,Femenino,mensual,Crossfit,3 días,Pago móvil,Intermedio,2022-07-12,50.8,1.96,10,independiente
3304,BodyTech,53,femenino,trimestral,spinning,1 día,Divisas,Intermedio,2023-10-17,62.6,1.53,9,independiente
3305,Vitality,31,Masculino,Anual,spinning,3 días,efectivo,Avanzado,2023-09-08,107.3,1.85,7,Empleado
3306,FitZone,53,Masculino,trimestral,Pilates,1-2 días,Tarjeta,Avanzado,2023-02-10,116.1,1.59,7,EMPLEADO
3307,StrongLife,36,Masculino,trimestral,Pilates,3 días,tarjeta,AVANZADO,2023-12-27,67.8,1.66,1,Empleado
3308,BodyTech,40,Femenino,mensual,Funcional,3-4 días,efectivo,principiante,2023-12-22,64.8,1.71,2,EMPLEADO
3309,Urban Fitness,58,Masculino,Semanal,crossfit,1 día,efectivo,Avanzado,2022-04-03,66.0,1.95,4,Desempleado
3310,FitZone,39,Masculino,trimestral,crossfit,3-4 días,tarjeta,Principiante,2023-03-06,65.8,1.62,4,Empleado
3311,Vitality,31,Masculino,Mensual,crossfit,3 días,Tarjeta,principiante,2023-10-16,47.7,1.55,3,EMPLEADO
3312,PowerGym,27,Femenino,Semanal,Funcional,1-2 días,tarjeta,principiante,2023-03-10,114.5,1.66,7,Empleado
3313,MuscleLab,34,Masculino,Anual,Spinning,5+ días,Efectivo,Avanzado,2023-02-08,61.0,1.55,8,estudiante
3314,Wellness Club,39,Masculino,Anual,spinning,3 días,Pago móvil,principiante,2023-03-10,76.5,1.56,2,Empleado
3315,Gimnasio Élite,18,MASCULINO,trimestral,Crossfit,1-2 días,tarjeta,Avanzado,2022-04-22,45.7,1.79,4,Desempleado
3316,Wellness Club,24,Masculino,Semanal,Boxeo,1 día,Tarjeta,Intermedio,2023-01-10,109.3,1.53,3,Desempleado
3317,Vitality,17,Masculino,mensual,spinning,3-4 días,Transferencia,AVANZADO,2022-02-28,99.8,1.52,2,EMPLEADO
3318,GymPro,55,Masculino,mensual,Pilates,3-4 días,Efectivo,Intermedio,2022-02-12,116.0,1.86,6,EMPLEADO
3319,GymPro,59,Masculino,ANUAL,Yoga,3-4 días,Transferencia,Avanzado,2022-07-26,103.6,1.68,4,Desempleado
3320,PowerGym,32,Femenino,Anual,Pesas,1 día,Divisas,Avanzado,2022-10-23,68.5,1.56,6,Desempleado
3321,Gimnasio Élite,61,Masculino,Trimestral,Funcional,1-2 días,tarjeta,Intermedio,2022-04-28,63.6,1.63,2,Estudiante
3322,Urban Fitness,50,Masculino,ANUAL,Baile,1 día,Efectivo,Principiante,2023-06-16,97.3,1.82,4,independiente
3323,PowerGym,61,Masculino,mensual,Yoga,3-4 días,Pago móvil,Principiante,2022-08-10,72.3,1.64,6,Desemplead@
3324,Wellness Club,36,Femenino,Semanal,Boxeo,3 días,tarjeta,Principiante,2022-06-15,87.5,1.75,5,Empleado
3325,PowerGym,48,Femenino,mensual,crossfit,5+ días,Pago móvil,Avanzado,2023-10-05,45.5,1.56,3,Independiente
3326,Wellness Club,61,Masculino,Semanal,Pilates,1 día,efectivo,principiante,2022-06-05,49.6,1.79,8,independiente
3327,FitZone,22,Femenino,ANUAL,Pilates,1 día,Transferencia,Avanzado,2022-07-03,85.2,1.66,7,Desemplead@
3328,GymPro,54,Masculino,Anual,Pilates,1-2 días,Efectivo,principiante,2022-03-31,87.5,1.81,3,Estudiante
3329,FitZone,63,Femenino,mensual,crossfit,1-2 días,Pago móvil,Intermedio,2022-04-04,101.4,1.9,6,Independiente
3330,MuscleLab,58,Femenino,trimestral,Baile,1 día,Tarjeta,AVANZADO,2022-01-13,54.9,1.81,4,EMPLEADO
3331,Gimnasio Élite,33,femenino,Semanal,Funcional,3-4 días,Pago móvil,principiante,2023-03-14,83.5,1.65,5,Desempleado
3332,Urban Fitness,56,Masculino,Anual,Yoga,5+ días,Tarjeta,Principiante,2023-06-22,59.6,1.63,5,estudiante
3333,Wellness Club,55,Femenino,Trimestral,crossfit,1-2 días,tarjeta,Avanzado,2023-08-10,52.0,1.66,7,Otro
3334,Urban Fitness,51,Femenino,Semanal,Boxeo,3-4 días,Efectivo,Intermedio,2022-05-30,75.8,1.58,5,Desempleado
3335,Wellness Club,20,Femenino,ANUAL,Funcional,3 días,Pago móvil,Principiante,2023-10-22,57.3,1.59,3,estudiante
3336,Vitality,40,Masculino,Trimestral,Boxeo,1-2 días,Divisas,Intermedio,2022-01-08,61.6,1.9,10,Desemplead@
3337,PowerGym,48,Femenino,Trimestral,Funcional,3-4 días,Pago móvil,AVANZADO,2022-01-29,68.8,1.69,5,EMPLEADO
3338,MuscleLab,59,Masculino,Mensual,Baile,3-4 días,Divisas,Avanzado,2022-10-23,64.5,1.72,7,Independiente
3339,GymPro,20,masculino,mensual,Pesas,5+ días,Efectivo,Avanzado,2023-12-22,51.6,1.8,5,Desemplead@
3340,Wellness Club,51,Femenino,Semanal,Boxeo,5+ días,Pago móvil,AVANZADO,2023-10-02,51.7,1.79,5,Desempleado
3341,Urban Fitness,47,Masculino,Trimestral,crossfit,3 días,Tarjeta,Avanzado,2022-12-06,59.5,1.53,9,Desempleado
3342,MuscleLab,36,MASCULINO,Mensual,Funcional,3-4 días,Pago móvil,principiante,2023-09-20,48.8,1.92,3,Independiente
3343,StrongLife,35,Femenino,ANUAL,Pilates,3-4 días,Transferencia,Intermedio,2023-03-15,92.0,1.59,6,Otro
3344,StrongLife,20,Masculino,Anual,spinning,5+ días,tarjeta,Principiante,2022-05-24,66.5,1.86,1,estudiante
3345,FitZone,20,Masculino,trimestral,Pilates,1-2 días,efectivo,AVANZADO,2023-06-03,66.0,1.89,10,Desemplead@
3346,GymPro,62,Otro,trimestral,Spinning,1-2 días,Tarjeta,principiante,2022-02-14,69.9,1.86,5,EMPLEADO
3347,Vitality,18,Masculino,Semanal,Pesas,1 día,Transferencia,Principiante,2022-08-27,94.7,1.79,8,Desempleado
3348,Urban Fitness,44,Masculino,Trimestral,Pesas,5+ días,Divisas,Principiante,2022-06-04,110.3,1.51,5,Desemplead@
3349,PowerGym,25,Masculino,trimestral,Pilates,1 día,tarjeta,AVANZADO,2022-06-30,101.9,1.68,9,Otro
3350,PowerGym,44,Masculino,mensual,Yoga,5+ días,Efectivo,principiante,2022-08-03,99.6,1.8,6,Desemplead@
3351,Urban Fitness,45,Masculino,trimestral,Baile,3 días,Tarjeta,Principiante,2022-03-29,81.3,1.69,8,Independiente
3352,Gimnasio Élite,38,Masculino,trimestral,Boxeo,3-4 días,efectivo,Principiante,2022-09-13,97.0,1.93,10,EMPLEADO
3353,Vitality,23,Masculino,trimestral,crossfit,3 días,tarjeta,principiante,2023-05-26,86.5,1.65,8,Estudiante
3354,MuscleLab,17,Femenino,Mensual,Pesas,5+ días,Divisas,Avanzado,2022-03-14,61.2,1.65,3,Independiente
3355,Wellness Club,45,Femenino,Trimestral,Pilates,3-4 días,efectivo,Principiante,2022-06-28,60.6,1.63,7,Desemplead@
3356,Gimnasio Élite,54,Femenino,mensual,Pilates,1-2 días,Efectivo,Intermedio,2022-07-31,67.2,1.67,7,Estudiante
3357,Wellness Club,51,Femenino,Trimestral,Baile,1-2 días,Efectivo,principiante,2022-08-22,113.3,1.78,10,Desempleado
3358,Wellness Club,50,Femenino,Semanal,Baile,1 día,Divisas,Principiante,2023-04-10,86.1,1.85,6,Estudiante
3359,Gimnasio Élite,38,femenino,Semanal,Crossfit,5+ días,Tarjeta,AVANZADO,2022-08-11,100.0,1.83,7,Otro
3360,FitZone,45,Femenino,Semanal,Crossfit,5+ días,Divisas,Intermedio,2023-09-23,71.0,1.9,2,Empleado
3361,StrongLife,20,Masculino,ANUAL,Yoga,1-2 días,Pago móvil,Principiante,2022-09-21,75.6,1.94,9,Otro
3362,Wellness Club,16,Femenino,trimestral,Yoga,3 días,Efectivo,Intermedio,2022-07-26,54.4,1.91,10,Independiente
3363,Gimnasio Élite,34,Masculino,ANUAL,Spinning,3-4 días,tarjeta,Intermedio,2023-08-30,57.8,1.51,10,Empleado
3364,Gimnasio Élite,42,masculino,Mensual,Yoga,3 días,Pago móvil,Avanzado,2023-01-01,107.1,1.87,1,Independiente
3365,BodyTech,25,Masculino,Semanal,Funcional,3 días,Transferencia,Intermedio,2022-10-03,88.9,1.6,1,EMPLEADO
3366,FitZone,18,Masculino,mensual,Baile,1-2 días,efectivo,Avanzado,2023-01-15,70.3,1.57,3,independiente
3367,GymPro,29,Femenino,Trimestral,crossfit,1-2 días,Pago móvil,principiante,2022-11-05,105.2,1.82,3,Desempleado
3368,BodyTech,20,Masculino,trimestral,Funcional,1-2 días,efectivo,Avanzado,2023-09-23,63.5,1.66,1,Desempleado
3369,BodyTech,63,Femenino,Anual,Boxeo,1 día,Divisas,AVANZADO,2022-09-25,118.2,1.53,7,Desemplead@
3370,Urban Fitness,44,Otro,mensual,Pilates,3 días,Pago móvil,Principiante,2022-03-05,70.9,1.57,4,estudiante
3371,StrongLife,52,Femenino,trimestral,Yoga,5+ días,Divisas,principiante,2022-12-16,70.3,1.5,10,Independiente
3372,Gimnasio Élite,16,Masculino,ANUAL,Pilates,3-4 días,Transferencia,principiante,2023-05-09,68.4,1.95,2,independiente
3373,StrongLife,29,Masculino,ANUAL,Pesas,1 día,Efectivo,AVANZADO,2023-06-07,54.2,1.51,10,independiente
3374,Vitality,25,Femenino,mensual,Spinning,5+ días,Transferencia,Avanzado,2022-04-08,53.3,1.6,5,Otro
3375,Urban Fitness,22,Femenino,ANUAL,Pesas,3 días,Efectivo,Principiante,2022-03-12,93.6,1.71,6,Otro
3376,GymPro,40,Femenino,Semanal,Spinning,1-2 días,Divisas,Avanzado,2022-12-30,110.6,1.68,9,estudiante
3377,StrongLife,59,Femenino,Mensual,Crossfit,3 días,Efectivo,Intermedio,2023-07-24,104.3,1.96,4,Desemplead@
3378,PowerGym,58,Masculino,Trimestral,Pilates,3-4 días,efectivo,Avanzado,2022-10-03,55.6,1.52,2,Estudiante
3379,Wellness Club,19,Femenino,Mensual,Spinning,1 día,tarjeta,principiante,2022-02-19,85.9,1.76,5,Otro
3380,Vitality,20,Femenino,trimestral,spinning,1 día,Transferencia,Principiante,2022-12-24,52.9,1.84,3,Desemplead@
3381,FitZone,40,Femenino,Trimestral,Funcional,3-4 días,Pago móvil,Avanzado,2023-12-29,48.4,1.97,2,EMPLEADO
3382,GymPro,18,Masculino,Trimestral,Spinning,5+ días,Transferencia,Principiante,2023-07-18,94.2,1.81,1,Desempleado
3383,Vitality,33,Femenino,Mensual,Spinning,5+ días,efectivo,Principiante,2023-04-30,85.1,1.9,10,Desempleado
3384,Wellness Club,34,Femenino,mensual,Funcional,1 día,Efectivo,Intermedio,2022-03-25,51.2,1.54,2,Desemplead@
3385,Urban Fitness,47,Femenino,Trimestral,Pilates,1 día,efectivo,Intermedio,2023-09-30,47.6,1.69,6,estudiante
3386,Wellness Club,34,Femenino,Mensual,Pilates,1-2 días,Tarjeta,principiante,2023-08-07,119.2,1.69,8,independiente
3387,BodyTech,63,Masculino,Trimestral,Funcional,5+ días,Tarjeta,AVANZADO,2022-10-23,47.3,1.94,3,estudiante
3388,Wellness Club,26,Femenino,Anual,Pesas,3-4 días,Pago móvil,Principiante,2022-08-24,78.3,1.58,9,Desemplead@
3389,BodyTech,61,Femenino,mensual,spinning,5+ días,efectivo,AVANZADO,2022-02-25,82.8,1.58,9,Independiente
3390,Urban Fitness,15,Masculino,Semanal,crossfit,1-2 días,Divisas,principiante,2022-12-26,53.8,1.66,2,Empleado
3391,MuscleLab,40,Masculino,Trimestral,Boxeo,1 día,Pago móvil,Principiante,2022-04-20,57.7,1.53,8,Desempleado
3392,BodyTech,28,Femenino,Anual,spinning,1 día,Divisas,Principiante,2022-07-11,71.4,1.59,10,Desemplead@
3393,FitZone,52,Masculino,Semanal,Pilates,1-2 días,Pago móvil,AVANZADO,2022-04-03,102.1,1.98,5,independiente
3394,Wellness Club,51,femenino,Semanal,crossfit,3-4 días,Tarjeta,Avanzado,2023-07-22,83.0,1.71,4,Empleado
3395,Wellness Club,25,Femenino,trimestral,Crossfit,1 día,Pago móvil,Intermedio,2022-03-01,92.8,1.82,10,EMPLEADO
3396,FitZone,50,Masculino,Trimestral,Yoga,3 días,Tarjeta,Avanzado,2023-10-12,118.9,1.86,5,Otro
3397,PowerGym,27,Masculino,Mensual,Spinning,1 día,Efectivo,AVANZADO,2022-02-08,102.6,1.68,4,Independiente
3398,Gimnasio Élite,57,Masculino,Trimestral,Funcional,3 días,Divisas,Intermedio,2023-06-24,77.6,1.57,8,Otro
3399,MuscleLab,17,Femenino,Anual,Funcional,1-2 días,efectivo,Avanzado,2022-02-18,78.5,1.6,4,Empleado
3400,GymPro,47,Femenino,Semanal,Spinning,1-2 días,Pago móvil,Intermedio,2023-02-24,91.4,1.66,10,Empleado
3401,BodyTech,20,Masculino,Trimestral,Yoga,1 día,Tarjeta,Principiante,2023-09-29,94.9,1.82,6,Otro
3402,FitZone,64,MASCULINO,Mensual,Boxeo,5+ días,Transferencia,Avanzado,2022-01-13,82.6,1.7,2,independiente
3403,Urban Fitness,24,Masculino,trimestral,Yoga,3 días,Divisas,Intermedio,2022-02-05,93.4,1.5,5,independiente
3404,BodyTech,19,Femenino,Trimestral,crossfit,3-4 días,Pago móvil,Intermedio,2022-04-11,46.8,1.76,6,Estudiante
3405,Gimnasio Élite,37,Masculino,mensual,Yoga,1 día,tarjeta,Intermedio,2022-03-27,77.2,1.96,5,EMPLEADO
3406,Urban Fitness,24,Masculino,trimestral,crossfit,3-4 días,Efectivo,Avanzado,2023-05-31,65.9,1.91,2,independiente
3407,Vitality,58,Femenino,Mensual,Yoga,1 día,Efectivo,principiante,2022-08-11,54.7,1.91,7,EMPLEADO
3408,Wellness Club,16,Femenino,Anual,Boxeo,5+ días,Transferencia,Avanzado,2022-12-04,52.5,1.9,4,EMPLEADO
3409,Vitality,27,Masculino,Semanal,Boxeo,5+ días,Tarjeta,AVANZADO,2022-06-15,90.2,1.66,8,Empleado
3410,BodyTech,54,Femenino,Trimestral,Pilates,5+ días,Pago móvil,Avanzado,2023-01-18,84.3,1.88,7,EMPLEADO
3411,Gimnasio Élite,16,Masculino,Mensual,Spinning,5+ días,Divisas,Intermedio,2023-01-11,64.0,1.57,7,Independiente
3412,MuscleLab,34,Femenino,trimestral,Boxeo,1-2 días,Tarjeta,Principiante,2023-04-16,80.3,1.83,9,Otro
3413,BodyTech,15,Femenino,mensual,crossfit,1-2 días,Efectivo,Avanzado,2023-10-04,81.9,1.82,1,Estudiante
3414,FitZone,51,Femenino,Mensual,Boxeo,3 días,Tarjeta,Avanzado,2022-01-31,59.6,1.51,10,Desemplead@
3415,StrongLife,23,Masculino,ANUAL,Pilates,3-4 días,Efectivo,Intermedio,2023-01-10,93.9,1.89,6,estudiante
3416,BodyTech,31,femenino,mensual,Funcional,1 día,Tarjeta,Principiante,2022-01-11,103.6,1.95,6,Estudiante
3417,Wellness Club,23,Femenino,trimestral,crossfit,1 día,Transferencia,Principiante,2022-10-29,104.4,1.63,6,Independiente
3418,Wellness Club,25,Masculino,Anual,Pilates,1-2 días,efectivo,AVANZADO,2022-04-06,90.2,1.91,6,Estudiante
3419,BodyTech,29,Masculino,Semanal,Pesas,1 día,Transferencia,Avanzado,2022-07-09,83.4,1.54,10,EMPLEADO
3420,Urban Fitness,38,Masculino,trimestral,Pesas,1-2 días,Transferencia,Principiante,2023-03-29,49.6,1.8,7,Empleado
3421,StrongLife,52,Femenino,Anual,Crossfit,3 días,efectivo,Principiante,2022-07-11,66.6,1.74,10,estudiante
